vassar_qp22 3 16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
vassar_qp27 3 16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
vassar_qp32 3 16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
vassar_qp37 3 16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
vassar_qp22 3 32 0.0614408 0.0013139500171 0.0627547500171 0.0756104 0.00129856468545 0.0769089646855 0.0153602 0.0011155502555 0.0164757502555 0.0129636401552 0.000392211779218 0.0133558519344
vassar_qp27 3 32 0.0614408 0.0013071723606 0.0627479723606 0.0756104 0.00129124329408 0.0769016432941 0.0153602 0.001108772599 0.016468972599 0.0129103402612 0.000388696195563 0.0132990364568
vassar_qp32 3 32 0.0614408 0.00129499632674 0.0627357963267 0.0756104 0.00127809044262 0.0768884904426 0.0153602 0.00109659656514 0.0164567965651 0.0128063517072 0.000379837345602 0.0131861890528
vassar_qp37 3 32 0.0614408 0.0012814445208 0.0627222445208 0.0756104 0.0012634514483 0.0768738514483 0.0153602 0.0010830447592 0.0164432447592 0.0126718731562 0.000369533584246 0.0130414067404
vassar_qp22 3 64 0.1334116 0.00327485953953 0.13668645954 0.1575496 0.00324565418113 0.160795254181 0.0333529 0.00277414892824 0.0361270489282 0.0237899898649 0.00134081282169 0.0251308026866
vassar_qp27 3 64 0.1334116 0.00321319584762 0.136624795848 0.1575496 0.00317806894657 0.160727668947 0.0333529 0.00271248523634 0.0360653852363 0.0236052815047 0.00130919598119 0.0249144774859
vassar_qp32 3 64 0.1334116 0.00308807930847 0.136499679308 0.1575496 0.00304093751017 0.16059053751 0.0333529 0.00258736869718 0.0359402686972 0.0233281522586 0.00122448049436 0.024552632753
vassar_qp37 3 64 0.1334116 0.00296847985846 0.136380079858 0.1575496 0.00290985296703 0.160459452967 0.0333529 0.00246776924717 0.0358206692472 0.0228668149458 0.00113363537679 0.0240004503226
vassar_qp22 3 96 0.2456232 0.00659711162183 0.252220311622 0.2799016 0.00647519364155 0.286376793642 0.0614058 0.00555120037174 0.0669570003717 0.0413738771124 0.00306213679668 0.0444360139091
vassar_qp27 3 96 0.2456232 0.00640791200604 0.252031112006 0.2799016 0.00626814207696 0.286169742077 0.0614058 0.00536200075595 0.066767800756 0.0410452332708 0.00296682843877 0.0440120617096
vassar_qp32 3 96 0.2456232 0.00604054990124 0.251663749901 0.2799016 0.00586611748377 0.285767717484 0.0614058 0.00499463865115 0.0664004386511 0.0404655625188 0.00272012402107 0.0431856865399
vassar_qp37 3 96 0.2456232 0.00570021326545 0.251323413265 0.2799016 0.00549366835045 0.28539526835 0.0614058 0.00465430201536 0.0660601020154 0.0398712771864 0.00246331501984 0.0423345922062
vassar_qp22 3 128 0.3984432 0.0100196562927 0.408462856293 0.44288 0.00948345624279 0.452363456243 0.0996108 0.00807704987531 0.107687849875 0.0550845731784 0.00454170386134 0.0596262770397
vassar_qp27 3 128 0.3984432 0.00976650859041 0.40820970859 0.44288 0.00920850781796 0.452088507818 0.0996108 0.00782390217302 0.107434702173 0.0550470199068 0.00442147406874 0.0594684939755
